Sales Representative,Location,Region,Customer,Order Date,Product,Quantity,Price,Total Sale Amount
Sara Snyder,New Jersey,East,Harold Matthews,8/16/2016,Panasonic KX TS3282W Corded phone,9,16.32,146.88
Patrick Graham,Washington,West,Jennifer Adams,8/16/2016,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",1,53.35,53.35
Patrick Graham,Washington,West,Gary Cook,8/16/2016,Ibico Ibimaster 300 Manual Binding System,10,17.83,178.3
Sara Snyder,New Jersey,East,Eric Ellis,8/16/2016,White Computer Printout Paper by Universal,7,53.35,373.45
Sara Snyder,New York,East,Carl Rice,8/16/2016,Chromcraft Rectangular Conference Tables,5,12.42,62.1
Sara Snyder,Connecticut,East,Clarence Mason,8/16/2016,Memorex Micro Travel Drive 8 GB,7,12.42,86.94
Randy Watson,New York,East,Chris Gilbert,8/16/2016,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",4,17.83,71.32
Diane Gonzalez,Oregon,West,Sharon Wagner,8/16/2016,Case Logic 2.4GHz Wireless Keyboard,6,12.42,74.52
Patrick Graham,Washington,West,Philip Rodriguez,8/16/2016,Wilson Jones Impact Binders,1,16.32,16.32
Frances Warren,New York,East,Marilyn Martin,8/17/2016,Staple envelope,4,53.35,213.4
Patrick Graham,Washington,West,George Hill,8/17/2016,"#10 White Business Envelopes,4 1/8 x 9 1/2",5,17.83,89.15
Randy Watson,New York,East,Denise Perez,8/17/2016,Newell 34,1,17.83,17.83
Diane Gonzalez,Oregon,West,Rose Moreno,8/17/2016,Xerox 1971,7,17.83,124.81
Sara Snyder,New York,East,Jeffrey Miller,8/17/2016,Polycom CX300 Desktop Phone USB VoIP phone,1,53.35,53.35
Sara Snyder,Massachusetts,East,Carl Ford,8/17/2016,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",8,53.35,426.8
Sara Snyder,New York,East,Martha Bryant,8/17/2016,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,10,12.42,124.2
Sara Snyder,New Jersey,East,Cynthia Lewis,8/17/2016,Novimex Fabric Task Chair,2,16.32,32.64
Frances Warren,Massachusetts,East,Lori Shaw,8/17/2016,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),5,16.32,81.6
Sara Snyder,Massachusetts,East,Douglas Duncan,8/17/2016,Ibico Presentation Index for Binding Systems,3,16.32,48.96
Randy Watson,New York,East,Steven Simpson,8/17/2016,Avery Durable Slant Ring Binders,8,16.32,130.56
Patrick Graham,Nevada,West,John Simpson,8/17/2016,"Global Airflow Leather Mesh Back Chair, Black",8,17.83,142.64
Diane Gonzalez,California,West,Judy Lopez,8/17/2016,Newell 33,7,16.32,114.24
Patrick Graham,Oregon,West,Anna Garcia,8/18/2016,Boston 1799 Powerhouse Electric Pencil Sharpener,9,53.35,480.15
Patrick Graham,Oregon,West,Rose Matthews,8/18/2016,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",4,17.83,71.32
Sara Snyder,New York,East,Heather Andrews,8/18/2016,Belkin F8E887 USB Wired Ergonomic Keyboard,6,12.42,74.52
Sara Snyder,New Jersey,East,Ronald Lopez,8/18/2016,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",2,12.42,24.84
Sara Snyder,Connecticut,East,Albert Bradley,8/18/2016,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",5,12.42,62.1
Randy Watson,New York,East,Harold Hunter,8/18/2016,"Seth Thomas 14"" Putty-Colored Wall Clock",6,17.83,106.98
Diane Gonzalez,Washington,West,Arthur Green,8/18/2016,Eureka The Boss Cordless Rechargeable Stick Vac,10,53.35,533.5
Frances Warren,New York,East,Cynthia Day,8/18/2016,Wilson Jones Turn Tabs Binder Tool for Ring Binders,8,53.35,426.8
Sara Snyder,New York,East,Wayne Lawson,8/18/2016,Maxell iVDR EX 500GB Cartridge,2,12.42,24.84
Sara Snyder,Connecticut,East,Annie Collins,8/19/2016,Adjustable Depth Letter/Legal Cart,8,12.42,99.36
Patrick Graham,Oregon,West,Raymond Matthews,8/19/2016,Adjustable Depth Letter/Legal Cart,4,17.83,71.32
Randy Watson,New Jersey,East,Raymond Freeman,8/19/2016,Satellite Sectional Post Binders,3,16.32,48.96
Patrick Graham,Washington,West,Joseph Dixon,8/19/2016,Staple envelope,10,12.42,124.2
Frances Warren,Massachusetts,East,Raymond Young,8/19/2016,PowerGen Dual USB Car Charger,2,17.83,35.66
Diane Gonzalez,Oregon,West,Ruby Taylor,8/19/2016,Avery 510,3,17.83,53.49
Patrick Graham,Washington,West,Ruby Gonzales,8/19/2016,Wilson Jones Four-Pocket Poly Binders,7,17.83,124.81
Sara Snyder,New Jersey,East,Lois Woods,8/19/2016,Sterilite Show Offs Storage Containers,1,12.42,12.42
Frances Warren,Massachusetts,East,Justin Dixon,8/19/2016,Plantronics 81402,8,12.42,99.36
Patrick Graham,Washington,West,Charles Montgomery,8/19/2016,Presstex Flexible Ring Binders,2,12.42,24.84
Sara Snyder,Connecticut,East,Marilyn Perry,8/19/2016,Prestige Round Ring Binders,4,12.42,49.68
Sara Snyder,Massachusetts,East,Christopher Pierce,8/19/2016,Xerox 216,3,12.42,37.26
Patrick Graham,Washington,West,Jason Berry,8/19/2016,"Alliance Super-Size Bands, Assorted Sizes",8,17.83,142.64
Patrick Graham,Washington,West,Michelle Allen,8/20/2016,"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White",10,53.35,533.5
Randy Watson,Massachusetts,East,Joseph Bishop,8/20/2016,Accohide Poly Flexible Ring Binders,4,12.42,49.68
Patrick Graham,Oregon,West,Kevin Garza,8/20/2016,"BlueLounge Milo Smartphone Stand, White/Metallic",8,17.83,142.64
Sara Snyder,Massachusetts,East,Nancy Meyer,8/20/2016,Avery Fluorescent Highlighter Four-Color Set,1,17.83,17.83
Patrick Graham,Washington,West,Ruth Day,8/20/2016,Deflect-o Glass Clear Studded Chair Mats,3,53.35,160.05
Patrick Graham,California,West,Brenda Nelson,8/20/2016,Xerox 1949,8,16.32,130.56
Patrick Graham,Nevada,West,Sandra Hughes,8/20/2016,Jabra SPEAK 410,9,12.42,111.78
Patrick Graham,Oregon,West,Edward Taylor,8/20/2016,Memorex Froggy Flash Drive 4 GB,10,17.83,178.3
Patrick Graham,California,West,Andrea Lawrence,8/20/2016,Luxo Economy Swing Arm Lamp,5,12.42,62.1
Patrick Graham,Washington,West,Ernest Hernandez,8/20/2016,"Southworth 100% Résumé Paper, 24lb.",5,12.42,62.1
Randy Watson,Massachusetts,East,Louise Rivera,8/20/2016,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",10,16.32,163.2
Patrick Graham,Washington,West,Evelyn Lane,8/20/2016,Avery White Multi-Purpose Labels,9,12.42,111.78
Diane Gonzalez,Oregon,West,Joyce Myers,8/20/2016,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,1,12.42,12.42
Sara Snyder,New Jersey,East,Anthony Ruiz,8/20/2016,netTALK DUO VoIP Telephone Service,6,17.83,106.98
Patrick Graham,Washington,West,Paula Ross,8/21/2016,Staple envelope,7,17.83,124.81
Frances Warren,Massachusetts,East,Walter Meyer,8/21/2016,Insertable Tab Post Binder Dividers,1,12.42,12.42
Diane Gonzalez,Oregon,West,Gloria Fisher,8/21/2016,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,2,12.42,24.84
Randy Watson,Massachusetts,East,Diana Pierce,8/21/2016,"OIC #2 Pencils, Medium Soft",3,12.42,37.26
Patrick Graham,California,West,Steven Stewart,8/21/2016,Holmes HEPA Air Purifier,8,12.42,99.36
Randy Watson,Massachusetts,East,Steven Miller,8/21/2016,Avery 485,10,17.83,178.3
Sara Snyder,New York,East,Steven Simpson,8/21/2016,Plantronics Audio 478 Stereo USB Headset,10,53.35,533.5
Randy Watson,New Jersey,East,Eric Ellis,8/21/2016,Fellowes PB300 Plastic Comb Binding Machine,10,53.35,533.5
Diane Gonzalez,Oregon,West,Michelle Phillips,8/21/2016,Aastra 6757i CT Wireless VoIP phone,1,12.42,12.42
Sara Snyder,New York,East,Craig Mcdonald,8/21/2016,Computer Printout Paper with Letter-Trim Perforations,9,17.83,160.47
Sara Snyder,Massachusetts,East,Lillian Burke,8/21/2016,Globe Weis Peel & Seel First Class Envelopes,5,12.42,62.1
Frances Warren,Connecticut,East,Raymond Clark,8/21/2016,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,6,17.83,106.98
Diane Gonzalez,California,West,Kelly Wagner,8/21/2016,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9,53.35,480.15
Sara Snyder,New York,East,Joan Thompson,8/22/2016,Staples,9,12.42,111.78
Sara Snyder,Massachusetts,East,Jean Torres,8/22/2016,Bose SoundLink Bluetooth Speaker,6,17.83,106.98
Sara Snyder,New Jersey,East,Ruth Burton,8/22/2016,Letter or Legal Size Expandable Poly String Tie Envelopes,6,12.42,74.52
Sara Snyder,Massachusetts,East,Ann Duncan,8/22/2016,Stiletto Hand Letter Openers,8,16.32,130.56
Patrick Graham,California,West,Judy Lopez,8/22/2016,Pyle PMP37LED,10,53.35,533.5
Sara Snyder,New York,East,Cheryl Riley,8/22/2016,Kingston Digital DataTraveler 16GB USB 2.0,4,17.83,71.32
Diane Gonzalez,Oregon,West,Terry Pierce,8/22/2016,Tennsco Single-Tier Lockers,5,53.35,266.75
Sara Snyder,Massachusetts,East,Kevin Torres,8/22/2016,"Seth Thomas 12"" Clock w/ Goldtone Case",8,12.42,99.36
Diane Gonzalez,California,West,Joan Robinson,8/22/2016,Satellite Sectional Post Binders,3,12.42,37.26
Sara Snyder,New York,East,Peter Gilbert,8/22/2016,"GBC White Gloss Covers, Plain Front",8,17.83,142.64
Patrick Graham,Nevada,West,John Simpson,8/22/2016,Tennsco Commercial Shelving,5,12.42,62.1
Randy Watson,New Jersey,East,Theresa Torres,8/22/2016,Cardinal Holdit Business Card Pockets,9,16.32,146.88
Frances Warren,New York,East,Sharon Perez,8/22/2016,"Bevis Round Bullnose 29"" High Table Top",1,12.42,12.42
Patrick Graham,Oregon,West,Gloria Mcdonald,8/22/2016,Super Decoflex Portable Personal File,1,17.83,17.83
Sara Snyder,Massachusetts,East,Bobby Mitchell,8/22/2016,Poly Designer Cover & Back,1,53.35,53.35
Diane Gonzalez,Oregon,West,Roger Bell,8/23/2016,"Global Wood Trimmed Manager's Task Chair, Khaki",1,53.35,53.35
Patrick Graham,California,West,Tammy Clark,8/23/2016,Samsung HM1900 Bluetooth Headset,5,53.35,266.75
Sara Snyder,New York,East,Harold Hunter,8/23/2016,Eldon Wave Desk Accessories,2,17.83,35.66
Sara Snyder,Massachusetts,East,Juan Olson,8/23/2016,X-Rack File for Hanging Folders,8,12.42,99.36
Patrick Graham,California,West,Harold Duncan,8/23/2016,"SlimView Poly Binder, 3/8""",8,12.42,99.36
Randy Watson,Connecticut,East,Clarence Mason,8/23/2016,Cisco SPA112 2 Port Phone Adapter,10,16.32,163.2
Sara Snyder,Massachusetts,East,Jennifer White,8/23/2016,DMI Arturo Collection Mission-style Design Wood Chair,5,53.35,266.75
Frances Warren,Massachusetts,East,Diana Pierce,8/23/2016,Logitech Desktop MK120 Mouse and keyboard Combo,6,17.83,106.98
Frances Warren,New Jersey,East,Laura Wells,8/23/2016,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,5,12.42,62.1
Sara Snyder,New Jersey,East,Theresa Torres,8/23/2016,Col-Erase Pencils with Erasers,1,53.35,53.35
Patrick Graham,California,West,Laura Gutierrez,8/23/2016,Harbour Creations 67200 Series Stacking Chairs,5,17.83,89.15
Sara Snyder,New Jersey,East,Lois Woods,8/23/2016,Clarity 53712,6,16.32,97.92
Patrick Graham,Nevada,West,Craig Lewis,8/23/2016,"Acco Clips to Go Binder Clips, 24 Clips in Two Sizes",7,17.83,124.81
Sara Snyder,Connecticut,East,Jane Watkins,8/23/2016,"Eldon Executive Woodline II Desk Accessories, Mahogany",3,16.32,48.96
Patrick Graham,Washington,West,Donald Lopez,8/23/2016,Prang Colored Pencils,8,53.35,426.8
Sara Snyder,Connecticut,East,Phyllis Grant,8/23/2016,Spigen Samsung Galaxy S5 Case Wallet,6,53.35,320.1
Randy Watson,Connecticut,East,Clarence Mason,8/24/2016,Logitech Mobile Speakerphone P710e - speaker phone,5,53.35,266.75
Sara Snyder,New York,East,Tammy Ferguson,8/24/2016,"Fellowes Twister Kit, Gray/Clear, 3/pkg",4,12.42,49.68
Sara Snyder,New Jersey,East,Peter Brown,8/24/2016,Avery File Folder Labels,6,16.32,97.92
Patrick Graham,Washington,West,Susan Gomez,8/24/2016,Hon 61000 Series Interactive Training Tables,2,16.32,32.64
Patrick Graham,California,West,Adam Garza,8/24/2016,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",5,12.42,62.1
Frances Warren,New York,East,Kenneth Fernandez,8/24/2016,XtraLife ClearVue Slant-D Ring Binders by Cardinal,1,12.42,12.42
Sara Snyder,Massachusetts,East,Carl Ford,8/24/2016,Xerox 221,5,16.32,81.6
Frances Warren,Massachusetts,East,Ann Duncan,8/24/2016,Case Logic 2.4GHz Wireless Keyboard,8,17.83,142.64
Sara Snyder,New York,East,Christopher Oliver,8/24/2016,Xerox 1941,5,12.42,62.1
Patrick Graham,Washington,West,Gary Cook,8/24/2016,APC 7 Outlet Network SurgeArrest Surge Protector,9,12.42,111.78
Randy Watson,New Jersey,East,Judith Gray,8/24/2016,Avery 518,1,53.35,53.35
Sara Snyder,Connecticut,East,Janice Ford,8/24/2016,Fellowes High-Stak Drawer Files,2,12.42,24.84
Patrick Graham,Nevada,West,Craig Lewis,8/25/2016,Airmail Envelopes,2,12.42,24.84
Randy Watson,Massachusetts,East,Howard Adams,8/25/2016,Nortel Networks T7316 E Nt8 B27,9,12.42,111.78
Patrick Graham,Washington,West,Jason Jackson,8/25/2016,Plantronics Encore H101 Dual Earpieces Headset,10,12.42,124.2
Diane Gonzalez,California,West,Norma West,8/25/2016,Maxell 4.7GB DVD-R 5/Pack,10,12.42,124.2
Frances Warren,New Jersey,East,Eric Ellis,8/25/2016,Advantus Push Pins,2,53.35,106.7
Sara Snyder,New York,East,Christopher Oliver,8/25/2016,Maxell 4.7GB DVD-R 5/Pack,2,12.42,24.84
Randy Watson,Massachusetts,East,Ryan Alvarez,8/25/2016,"Global Deluxe Stacking Chair, Gray",9,16.32,146.88
Diane Gonzalez,Washington,West,Craig Thomas,8/25/2016,Canon Imageclass D680 Copier / Fax,4,53.35,213.4
Sara Snyder,New York,East,Kimberly Morris,8/25/2016,Staples,6,12.42,74.52
Sara Snyder,Connecticut,East,Nicholas Ward,8/25/2016,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",1,12.42,12.42
Randy Watson,New York,East,Louis Marshall,8/26/2016,Crayola Colored Pencils,3,53.35,160.05
Patrick Graham,Oregon,West,Craig Brooks,8/26/2016,AT&T CL82213,4,12.42,49.68
Frances Warren,Massachusetts,East,Jennifer Reyes,8/26/2016,Xerox 1957,3,53.35,160.05
Frances Warren,New York,East,Randy Burton,8/26/2016,Newell 321,7,16.32,114.24
Diane Gonzalez,Washington,West,Marilyn Carpenter,8/26/2016,Martin Yale Chadless Opener Electric Letter Opener,2,16.32,32.64
Randy Watson,New York,East,Mark Alexander,8/26/2016,Logitech Trackman Marble Mouse,10,12.42,124.2
Randy Watson,New York,East,Roger Freeman,8/26/2016,Xerox 1924,5,12.42,62.1
Patrick Graham,California,West,Kelly Wagner,8/26/2016,"Master Caster Door Stop, Brown",8,17.83,142.64
Sara Snyder,New York,East,Edward Cooper,8/27/2016,"Premier Elliptical Ring Binder, Black",10,12.42,124.2
Sara Snyder,New York,East,Lillian Wood,8/27/2016,Newell 351,8,16.32,130.56
Patrick Graham,Washington,West,Annie Hughes,8/27/2016,Disposable Triple-Filter Dust Bags,3,16.32,48.96
Sara Snyder,Massachusetts,East,Amy Carr,8/27/2016,Plantronics Voyager Pro Legend,3,17.83,53.49
Diane Gonzalez,Oregon,West,Teresa Payne,8/27/2016,"Angle-D Binders with Locking Rings, Label Holders",9,17.83,160.47
Patrick Graham,Washington,West,Gloria Morris,8/27/2016,Logitech K350 2.4Ghz Wireless Keyboard,1,53.35,53.35
Sara Snyder,New York,East,Janet Freeman,8/27/2016,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,5,53.35,266.75
Randy Watson,Massachusetts,East,Joseph Bishop,8/27/2016,Newell 312,3,12.42,37.26
Frances Warren,New York,East,Joe Ryan,8/27/2016,Acme Rosewood Handle Letter Opener,4,12.42,49.68
Sara Snyder,New Jersey,East,Ruby Evans,8/27/2016,"Eldon Regeneration Recycled Desk Accessories, Smoke",3,12.42,37.26
Sara Snyder,Massachusetts,East,Carl Howard,8/27/2016,GBC Durable Plastic Covers,5,16.32,81.6
Patrick Graham,Oregon,West,Gloria Oliver,8/27/2016,Fellowes Powershred HS-440 4-Sheet High Security Shredder,5,17.83,89.15
Sara Snyder,Massachusetts,East,Roger Gomez,8/27/2016,Cardinal EasyOpen D-Ring Binders,7,12.42,86.94
Patrick Graham,Nevada,West,Peter Bishop,8/27/2016,Fellowes Superior 10 Outlet Split Surge Protector,6,16.32,97.92
Randy Watson,Massachusetts,East,Matthew Berry,8/27/2016,Bady BDG101FRU Card Printer,10,53.35,533.5
Randy Watson,New York,East,Nancy Stephens,8/28/2016,Fellowes PB200 Plastic Comb Binding Machine,1,12.42,12.42
Diane Gonzalez,California,West,Joan Robinson,8/28/2016,Safco Industrial Wire Shelving,9,17.83,160.47
Sara Snyder,Massachusetts,East,Wanda Cole,8/28/2016,Motorola Droid Maxx,4,12.42,49.68
Sara Snyder,New Jersey,East,Rachel Larson,8/28/2016,"Eldon Executive Woodline II Desk Accessories, Mahogany",4,12.42,49.68
Sara Snyder,Connecticut,East,Maria Long,8/28/2016,Peel & Stick Add-On Corner Pockets,8,53.35,426.8
Diane Gonzalez,California,West,Helen Diaz,8/28/2016,Fashion Color Clasp Envelopes,3,53.35,160.05
Sara Snyder,New York,East,Peter Gilbert,8/29/2016,"Plantronics CS 50-USB - headset - Convertible, Monaural",8,53.35,426.8
Sara Snyder,Connecticut,East,Alan Dean,8/29/2016,AT&T 1080 Corded phone,7,12.42,86.94
Patrick Graham,Washington,West,Stephen Murray,8/29/2016,Acco Hanging Data Binders,6,12.42,74.52
Sara Snyder,Massachusetts,East,Carl Howard,8/29/2016,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,9,12.42,111.78
Diane Gonzalez,Washington,West,Ernest Carter,8/29/2016,"Wilson Jones 1"" Hanging DublLock Ring Binders",8,12.42,99.36
Patrick Graham,Oregon,West,Jeremy Diaz,8/29/2016,Avery Arch Ring Binders,6,53.35,320.1
Sara Snyder,Massachusetts,East,Shirley Rivera,8/29/2016,"Eldon Image Series Desk Accessories, Ebony",2,53.35,106.7
Diane Gonzalez,Oregon,West,Henry Stanley,8/29/2016,DMI Arturo Collection Mission-style Design Wood Chair,4,12.42,49.68
Sara Snyder,Massachusetts,East,Douglas Duncan,8/29/2016,Xerox 1919,4,17.83,71.32
Sara Snyder,New York,East,Anne Fisher,8/29/2016,DMI Arturo Collection Mission-style Design Wood Chair,2,12.42,24.84
Randy Watson,New York,East,Ashley Spencer,8/29/2016,"DXL Angle-View Binders with Locking Rings, Black",4,12.42,49.68
Patrick Graham,Washington,West,Emily Matthews,8/29/2016,Tenex Antistatic Computer Chair Mats,4,16.32,65.28
Randy Watson,Massachusetts,East,Steven Miller,8/29/2016,Boston 19500 Mighty Mite Electric Pencil Sharpener,9,17.83,160.47
Randy Watson,New York,East,Joan Thompson,8/29/2016,Avery 474,2,17.83,35.66
Sara Snyder,Connecticut,East,Lois Baker,8/29/2016,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,6,17.83,106.98
Sara Snyder,Massachusetts,East,Harold Schmidt,8/29/2016,SAFCO Arco Folding Chair,10,12.42,124.2
Patrick Graham,Oregon,West,Rose Moreno,8/29/2016,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),6,53.35,320.1
Sara Snyder,Connecticut,East,Janice Ford,8/29/2016,Belkin F5C206VTEL 6 Outlet Surge,4,12.42,49.68
Sara Snyder,New York,East,Nancy Stephens,8/30/2016,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",5,12.42,62.1
Patrick Graham,Washington,West,Ruth Day,8/30/2016,GBC DocuBind TL300 Electric Binding System,1,12.42,12.42
Sara Snyder,Massachusetts,East,Jean Torres,8/30/2016,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",10,17.83,178.3
Randy Watson,Connecticut,East,Henry Cox,8/30/2016,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",4,12.42,49.68
Patrick Graham,California,West,Joshua Baker,8/30/2016,"Wirebound Message Book, 4 per Page",8,17.83,142.64
Sara Snyder,Massachusetts,East,Antonio Hunter,8/30/2016,Xerox 1893,5,53.35,266.75
Patrick Graham,Oregon,West,Joseph Reynolds,8/30/2016,Geemarc AmpliPOWER60,5,12.42,62.1
Randy Watson,Massachusetts,East,Kevin Barnes,8/30/2016,Classic Ivory Antique Telephone ZL1810,3,17.83,53.49
Randy Watson,Massachusetts,East,Kenneth Nelson,8/31/2016,Kensington Expert Mouse Optical USB Trackball for PC or Mac,3,12.42,37.26
Patrick Graham,California,West,Robin Murphy,8/31/2016,Samsung HM1900 Bluetooth Headset,6,17.83,106.98
Patrick Graham,Oregon,West,Alan Cole,8/31/2016,"Master Caster Door Stop, Gray",7,16.32,114.24
Frances Warren,Massachusetts,East,Frances Lane,8/31/2016,Newell 336,2,53.35,106.7
Sara Snyder,Massachusetts,East,Eugene Hughes,8/31/2016,Cisco 8x8 Inc. 6753i IP Business Phone System,7,12.42,86.94
Frances Warren,New York,East,Nicholas Howell,8/31/2016,Tenex Chairmats For Use with Hard Floors,4,12.42,49.68
Randy Watson,New Jersey,East,William Hicks,8/31/2016,Chromcraft Rectangular Conference Tables,1,12.42,12.42
Sara Snyder,New Jersey,East,Chris George,8/31/2016,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",4,12.42,49.68
Randy Watson,Massachusetts,East,Susan Watkins,8/31/2016,Fellowes Command Center 5-outlet power strip,9,16.32,146.88
Randy Watson,New York,East,Sandra Hicks,8/31/2016,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",2,53.35,106.7
Patrick Graham,Oregon,West,Michael Cruz,8/31/2016,Xerox 1919,2,17.83,35.66
Frances Warren,Massachusetts,East,Frank Murphy,8/31/2016,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",9,17.83,160.47
Sara Snyder,New York,East,Daniel Morris,8/31/2016,PureGear Roll-On Screen Protector,4,12.42,49.68
Randy Watson,Connecticut,East,Janice Ford,9/1/2016,Southworth 25% Cotton Linen-Finish Paper & Envelopes,4,53.35,213.4
